registerNum,country1,country2,dateBegan,dateEnded,durationDays,peopleDead,peopleDisplaced,damageUsd,mainCause1,mainCause2,mainCause3,severity,affectedSqKm,magnitude,centroidX,centroidY
787,Philippines,,10/4/1993,10/12/1993,9,57,300000,6790000,Heavy Rain,,,extreme,35873.11,5.810041534,120.592,15.6301
786,Australia,,10/3/1993,10/15/1993,13,0,2000,3000000,Heavy Rain,,,extreme,4163.54,5.034436089,146.608,-36.6559
785,Iran,,10/2/1993,10/3/1993,2,0,0,,Heavy Rain,,,large,7202.07,4.158487334,49.1108,37.9331
784,Mexico,,9/28/1993,9/29/1993,2,0,100000,,Heavy Rain,,,large,13916.18,4.444550033,-98.4013,22.1952
783,China,,9/27/1993,9/28/1993,2,0,1200,,Heavy Rain,,,extreme,280.443,3.049904596,114.167,22.5233
782,United States,,9/22/1993,9/28/1993,7,0,2500,,Heavy Rain,,,extreme,31766.69,5.648100001,-94.6207,36.764
781,France,Italy,9/22/1993,10/8/1993,17,17,1700,880000000,Heavy Rain,,,extreme,51313.99,6.241714702,7.36304,45.1072
780,Nicaragua,Costa Rica,9/16/1993,9/22/1993,7,50,38600,5000000,Heavy Rain,,,large,59969.85,5.623031003,-84.0491,12.4551
779,Australia,,9/15/1993,9/15/1993,1,0,800,,Heavy Rain,,,large,31808.05,4.502537045,146.36,-38.1255
778,India,Nepal,9/9/1993,9/17/1993,9,232,4590,7300000,Heavy Rain,,,large,65928.48,5.773315573,78.9675,27.9917
777,Japan,,9/2/1993,9/4/1993,3,35,5000,,Heavy Rain,,,large,882.229,3.422702584,130.452,31.5053
776,China,,8/27/1993,8/27/1993,1,242,3000,26000000,Dam Failure,,,large,6844.66,3.83535188,100.265,36.1271
775,China,,8/21/1993,9/1/1993,12,152,21000,78000000,Heavy Rain,,,large,77049.91,5.965953382,101.704,24.4756
774,Japan,,8/27/1993,8/28/1993,2,2,3000,,Heavy Rain,,,large,2420.58,3.684949436,139.686,35.6512
773,Mexico,,8/21/1993,8/23/1993,3,0,3000,,Hurricane/Tropical Storm,,,large,22339.48,4.826194314,-95.2258,18.0128
772,United States,,8/21/1993,8/22/1993,2,0,0,,Heavy Rain,,,extreme,579.318,3.364977014,-99.7646,41.6111
771,South Korea,,8/20/1993,8/23/1993,4,12,3000,,Heavy Rain,,,large,11570.2,4.665400857,128.072,35.1448
770,Philippines,,8/19/1993,8/22/1993,4,5,10000,2600000,Heavy Rain,,,large,7160.8,4.457021535,120.432,15.1818
769,Sudan,,8/18/1993,8/23/1993,6,6,300,,Heavy Rain,,,large,30815.18,5.266915959,31.8434,12.4132
768,Peru,,8/30/1993,8/30/1993,1,0,300000,,Heavy Rain,,,large,134855.86,5.129869823,-73.5893,-4.86699
767,China,,8/4/1993,8/23/1993,20,101,2577000,121000000,Heavy Rain,,,large,112505.67,6.352204406,115.918,36.4802
766,Venezuela,Nicaragua,8/7/1993,8/12/1993,6,90,47800,,Hurricane/Tropical Storm,,,large,75801.79,5.657830712,-65.9923,9.71614
765,Belarus,Ukraine,7/25/1993,8/12/1993,19,6,42000,180000000,Heavy Rain,,,large,85364.07,6.210028714,27.5231,52.3665
764,Japan,,7/28/1993,8/7/1993,11,73,5000,,Heavy Rain,,,large,20754.86,5.358512493,131.074,32.2114
763,Russia,,7/31/1993,8/12/1993,13,4,30000,700000000,Heavy Rain,,,extreme,122315.11,6.502453458,108.866,51.3563
762,China,,7/27/1993,8/1/1993,6,41,7000,27000000,Heavy Rain,,,large,9596.62,4.760269549,103.653,29.7518
761,China,,7/26/1993,8/15/1993,21,72,200000,220000000,Heavy Rain,,,extreme,56895.9,6.378330262,121.602,43.9301
760,Ethiopia,,7/5/1993,7/15/1993,11,0,120000,,Heavy Rain,,,large,180415.06,6.297665472,39.3187,5.07375
759,China,,7/3/1993,7/31/1993,29,367,1003000,570000000,Heavy Rain,,,large,118961.75,6.537805342,110.652,28.8981
758,France,,7/6/1993,7/6/1993,1,2,100,,Heavy Rain,,,large,2738.14,3.43745565,4.60164,45.7497
757,India,Nepal,7/8/1993,8/13/1993,37,3083,9370926,100000000,Monsoon,,,extreme,531506.66,7.594740431,89.7567,25.1622
756,Mexico,,7/5/1993,7/7/1993,3,28,30000,,Heavy Rain,,,large,147720.82,5.646562964,-99.7422,17.9374
755,Philippines,,6/26/1993,6/28/1993,3,5,22700,,Monsoon,,,large,19660.56,4.770717139,120.46,15.6003
754,United States,,6/24/1993,8/23/1993,61,48,31000,12000000000,Heavy Rain,,,extreme,444971.26,7.734691792,-92.4812,40.3582
753,Russia,,6/15/1993,6/30/1993,16,0,0,,Snow/Ice Melt,,,large,3547.11,4.753994639,83.7111,53.2133
752,United States,Mexico,6/21/1993,6/23/1993,3,9,12000,,Heavy Rain,,,large,168818.57,5.704541472,-88.8702,19.839
751,China,,6/15/1993,7/8/1993,24,132,375000,860000000,Heavy Rain,,,large,432773.2,7.0164716,117.867,27.9846
750,Russia,,6/13/1993,6/17/1993,5,15,3000,42978403.35,Heavy Rain,,,large,23269.14,5.065750337,59.9925,60.2954
749,United Kingdom,,6/11/1993,6/13/1993,3,8,2500,30000000,Heavy Rain,,,extreme,4408.82,4.422473619,-6.32855,53.6271
748,China,,5/25/1993,6/30/1993,37,180,17150000,372200000,Heavy Rain,,,large,444778.53,7.216345539,115.409,24.6177
747,India,Bangladesh,6/4/1993,6/22/1993,19,238,950000,28600000,Monsoon,,,large,259045.68,6.692129955,92.0974,24.9382
746,Taiwan,,6/2/1993,6/6/1993,5,10,0,53000000,Heavy Rain,,,large,7755.71,4.588591566,120.765,24.3267
745,Haiti,Cuba,5/31/1993,6/2/1993,3,20,40000,,Heavy Rain,,,large,73170.21,5.341455556,-76.531,20.9476
744,Sri Lanka,,5/28/1993,6/7/1993,11,8,100000,310000,Monsoon,,,large,13958.06,5.186217746,80.3212,6.78433
743,Somalia,,5/29/1993,6/15/1993,18,0,0,,Heavy Rain,,,large,90683.94,6.212802886,44.6743,2.58292
742,Kazahkstan,,5/26/1993,6/4/1993,10,10,30000,36531642.85,Snow/Ice Melt,,,large,213193.78,6.32877453,51.2978,47.9479
741,Jamaica,,5/19/1993,6/1/1993,14,8,1600,18000000,Heavy Rain,,,large,3211.86,4.652884642,-77.3418,18.0135
740,Argentina,,5/11/1993,5/15/1993,5,0,0,400000000,Heavy Rain,,,large,247102.08,6.091846405,-60.1886,-36.263
739,Tajikistan,,5/7/1993,5/8/1993,2,0,9000,8400000,Heavy Rain,,,large,20198.33,4.606345459,69.1791,37.9808
738,China,,5/1/1993,5/7/1993,7,65,3000,903000000,Heavy Rain,,,large,72612.48,5.70610931,113.536,23.4747
737,Chile,,5/3/1993,5/3/1993,1,21,1225,12500000,Heavy Rain,,,large,1261.76,3.100976755,-71.6121,-33.3854
736,Colombia,,4/26/1993,5/1/1993,6,55,2000,,Heavy Rain,,,large,3592.47,4.3335444,-75.2217,5.30433
735,Ecuador,,4/15/1993,4/15/1993,1,77,25000,,Heavy Rain,,,large,2470.84,3.392844623,-78.9145,-2.88189
734,Iran,,4/17/1993,4/17/1993,1,1,8000,,Heavy Rain,,,large,5315.08,3.725509806,59.5156,31.4647
733,United States,,3/7/1993,3/12/1993,6,2,1500,,Snow/Ice Melt,,,large,25231.12,5.180087779,-97.6983,41.7158
732,United States,,2/23/1993,3/6/1993,12,1,1600,80000000,Heavy Rain,,,large,7406.56,4.948797791,-113.753,32.8796
731,Tanzania,,2/8/1993,2/12/1993,5,54,2900,3500000,Heavy Rain,,,large,42112.47,5.323380719,37.8933,-5.14777
730,Yemen,,2/5/1993,2/10/1993,6,31,2500,,Heavy Rain,,,large,61492.38,5.566972553,45.822,13.9406
729,Indonesia,,2/1/1993,2/5/1993,5,54,259000,19000000,Monsoon,,,large,19196.74,4.982197487,111.256,-6.80799
728,Philippines,,2/1/1993,2/5/1993,5,23,90000,37000000,Monsoon,,,large,23141.36,5.063358883,125.706,8.79448
727,Iran,,2/3/1993,2/22/1993,20,500,300000,1000000000,Heavy Rain,,,large,625231.64,7.097070943,55.8857,29.4316
726,United States,,1/20/1993,1/21/1993,2,0,200,,Heavy Rain,,,extreme,42375.04,5.229170112,-90.7209,29.9467
725,United Kingdom,,1/15/1993,1/18/1993,4,0,500,,Snow/Ice Melt,,,large,2044.83,3.912717199,-3.70463,56.3141
724,Mexico,United States,1/6/1993,1/20/1993,15,36,11215,164000000,Heavy Rain,,,large,24073.8,5.557635907,-116.876,33.0191
723,Colombia,,1/5/1993,1/5/1993,1,16,0,,Heavy Rain,,,large,26875.51,4.429356714,-76.3694,7.62904
722,Iran,,1/3/1993,1/6/1993,4,10,0,,Heavy Rain,,,large,103106.54,5.615346205,56.2039,27.2447
721,Fiji,Solomon Islands,1/1/1993,1/3/1993,3,21,10000,64000000,Hurricane/Tropical Storm,,,large,9803.68,4.468510382,178.001,-17.8368
720,Zimbabwe,,12/25/1992,12/27/1992,3,1,250,,Heavy Rain,,,extreme,140745.48,5.926585707,30.1524,-20.8141
719,Iran,,12/23/1992,12/25/1992,3,14,3600,,Heavy Rain,,,large,626123,6.273780912,54.831,29.753
718,Philippines,,12/22/1992,12/27/1992,6,6,22000,2300000,Heavy Rain,,,large,15083.86,4.956663743,125.923,7.78495
717,United Kingdom,,12/17/1992,12/19/1992,3,0,0,,Monsoon,,,large,29673.6,4.949491493,80.8649,8.40517
716,United Kingdom,,11/30/1992,12/3/1992,4,0,400,,Heavy Rain,,,large,25631.18,5.010828592,-2.97961,51.5066
715,United States,,11/29/1992,11/29/1992,1,3,0,,Hurricane/Tropical Storm,,,large,83.3733,1.921026992,-85.1568,29.6764
714,Thailand,,11/29/1992,11/29/1992,1,3,0,,Hurricane/Tropical Storm,,,large,25180.94,4.401071938,100.911,6.76274
713,Albania,,11/17/1992,11/19/1992,3,7,2000,7000000,Heavy Rain,,,extreme,5619.46,4.527845835,19.5629,42.0387
712,Montenegro,,11/10/1992,11/15/1992,6,0,0,,Heavy Rain,,,large,1276.97,3.884331945,19.6623,42.9307
711,Italy,,10/31/1992,10/31/1992,1,0,1000,,Heavy Rain,,,large,3332.49,3.522768855,11.14,43.6735
710,Philippines,Vietnam,10/28/1992,10/30/1992,3,3,3300,,Hurricane/Tropical Storm,,,large,56290.27,5.227554587,107.787,15.4343
709,Vietnam,Thailand,10/28/1992,10/31/1992,4,49,3000,,Hurricane/Tropical Storm,,,large,69558.74,5.444411698,108.663,14.9366
708,United Kingdom,,10/20/1992,10/21/1992,2,3,0,,Heavy Rain,,,large,12300,4.390935107,-0.054612,51.7363
707,Australia,,10/10/1992,10/11/1992,2,0,280,,Heavy Rain,,,large,6763.03,4.13117131,139.376,-34.6886
706,Montenegro,,10/6/1992,10/18/1992,13,6,6140,,Heavy Rain,,,large,14385.39,5.271864993,19.3521,42.701
705,Vietnam,,10/5/1992,10/9/1992,5,55,7579,,Heavy Rain,,,large,51510.22,5.410863409,106.367,17.5324
704,France,Italy,9/28/1992,10/8/1992,11,12,120,,Heavy Rain,,,large,135575.31,6.173573291,11.2843,42.7699
703,Italy,,9/28/1992,9/28/1992,1,2,0,,Heavy Rain,,,large,4076.56,3.610293839,8.93857,44.5004
702,Iran,,9/28/1992,9/29/1992,2,0,0,,Heavy Rain,,,large,24061.13,4.682346015,49.6333,37.3028
701,El Salvador,Honduras,9/28/1992,10/2/1992,5,7,8000,,Heavy Rain,,,large,94598.52,5.674854346,-98.3441,19.0255
700,France,,9/27/1992,9/27/1992,1,3,0,,Heavy Rain,,,large,23383.79,4.368914902,2.93545,43.1605
699,France,,9/22/1992,9/22/1992,1,38,2000,,Heavy Rain,,,extreme,22746.16,4.657938085,5.83747,44.5158
698,Nigeria,,9/22/1992,9/23/1992,2,9,13000,,Heavy Rain,,,large,42369.21,4.928080362,13.018,10.2805
697,United Kingdom,,9/21/1992,9/26/1992,6,0,0,,Heavy Rain,,,extreme,111333.72,6.125807966,-1.62812,52.571
696,Ethiopia,,9/20/1992,9/24/1992,5,0,300,,Heavy Rain,,,large,87638.04,5.64166266,35.8071,7.11522
695,Mexico,,9/17/1992,9/18/1992,2,2,0,,Heavy Rain,,,large,182383.3,5.562015065,-90.1363,19.3548
694,India,Sri Lanka,9/12/1992,11/20/1992,70,263,20000,,Hurricane/Tropical Storm,,,extreme,552562.43,7.888509389,78.8487,13.0242
693,United States,,9/10/1992,9/12/1992,3,3,25000,500000000,Hurricane/Tropical Storm,,,large,2901.55,3.939751314,-159.539,22.064
692,Pakistan,India,9/8/1992,9/18/1992,11,2750,3000000,2400000000,Monsoon,,,extreme,873375.01,7.283623442,79.068,28.3907
691,Russia,,9/5/1992,9/16/1992,12,0,180,,Heavy Rain,,,large,72751.92,5.941025705,134.31,44.2937
690,Afghanistan,,9/3/1992,9/3/1992,1,3000,4000,,Monsoon,,,large,47999,4.681232189,69.8855,35.0968
689,Indonesia,,9/2/1992,10/15/1992,44,70,15000,,Heavy Rain,,,large,98559.77,6.637152358,111.708,-7.58451
688,Nicaragua,,9/1/1992,9/1/1992,1,100,16000,5000000,Storm/Tidal Surge,,,large,12149.78,4.084568414,-86.6267,12.0739
687,Australia,,8/30/1992,8/30/1992,1,2,0,,Heavy Rain,,,extreme,12878.07,4.410880777,138.966,-34.8687
686,China,Taiwan,8/29/1992,9/2/1992,5,168,5000000,350000000,Heavy Rain,,,large,166182.77,5.919555998,119.806,27.8313
685,Guam,,8/28/1992,8/28/1992,1,0,0,,Hurricane/Tropical Storm,,,large,516.36,2.712952592,144.787,13.4496
684,United States,,8/26/1992,8/27/1992,2,20,1800000,20000000000,Hurricane/Tropical Storm,,,large,68137.19,5.134414215,-81.35,26.3061
683,Sudan,,8/23/1992,8/31/1992,9,4,1600,,Heavy Rain,,,large,741567.54,6.824393221,34.1325,17.4541
682,Mexico,,8/23/1992,8/23/1992,1,3,10000,3000000,Hurricane/Tropical Storm,,,large,85944.59,4.934218544,-111.562,25.4554
681,China,,8/16/1992,8/22/1992,7,6,0,,Hurricane/Tropical Storm,,,large,33606.68,5.371523651,115.901,23.6313
680,Philippines,,8/14/1992,9/29/1992,47,45,250000,56000000,Hurricane/Tropical Storm,,,extreme,70409.78,6.820760841,121.124,17.0326
679,Pakistan,,8/10/1992,8/15/1992,6,22,3000,,Monsoon,,,large,7350.66,4.644477586,67.2606,25.03
678,Burma/Myanmar,,8/10/1992,8/20/1992,11,0,0,,Heavy Rain,,,large,33971.7,5.572509965,96.1887,18.0672
677,United Kingdom,,8/9/1992,8/9/1992,1,9,0,,Heavy Rain,,,extreme,23847.54,4.678473582,-0.827224,52.7319
676,Burkina Faso,,8/1/1992,9/15/1992,46,0,0,,Heavy Rain,,,large,266253.43,7.088053043,-1.57256,12.3805
675,India,,8/1/1992,9/3/1992,34,40,2000,,Monsoon,,,large,518125.28,7.2459137,80.7003,24.8678
674,China,,8/1/1992,8/20/1992,20,111,0,110000000,Heavy Rain,,,large,432937.01,6.937454709,105.08,35.8327
673,Vietnam,,7/28/1992,7/31/1992,4,0,38000,,Heavy Rain,,,large,6223.92,4.396123993,105.195,22.073
672,India,,7/26/1992,8/7/1992,13,16,0,,Monsoon,,,large,44021.23,5.757605525,86.0449,20.5033
671,China,,7/22/1992,7/23/1992,2,1,0,120000000,Hurricane/Tropical Storm,,,large,74669.12,5.174171029,111.673,22.2644
670,Philippines,,7/21/1992,7/29/1992,9,20,0,3600000,Hurricane/Tropical Storm,,,large,5256.53,4.674941657,121.03,15.6717
669,United Kingdom,,7/20/1992,7/20/1992,1,0,120,,Heavy Rain,,,large,15062.72,4.177903403,-0.349411,50.9783
668,Pakistan,,7/15/1992,8/10/1992,27,94,1280000,4000000,Monsoon,,,large,137573.26,6.569897793,68.9621,26.1618
667,India,,7/10/1992,7/20/1992,11,0,0,,Heavy Rain,,,large,28221.72,5.491976164,94.46,26.9122
666,Iran,,7/9/1992,7/10/1992,2,0,0,,Heavy Rain,,,large,19184.31,4.583976179,50.3478,36.8893
665,Nepal,,7/4/1992,7/12/1992,9,12,0,,Monsoon,,,large,16329.72,5.167221248,86.8489,27.2262
664,China,,7/2/1992,7/21/1992,20,96,254472,56660000,Heavy Rain,,,extreme,65829.37,6.42047969,112.615,28.5125
663,China,,7/2/1992,7/5/1992,4,0,0,,Heavy Rain,,,extreme,12868.25,5.012609477,110.295,25.3272
662,Russia,,7/2/1992,7/9/1992,8,0,0,,Heavy Rain,,,large,83463.78,5.824588037,39.1915,45.1513
661,United States,,6/30/1992,7/6/1992,7,0,600,,Heavy Rain,,,large,33289.42,5.367404269,-91.874,39.309
660,China,,6/29/1992,7/14/1992,16,228,172000,76000000,Heavy Rain,,,extreme,392988.45,7.099529765,119.18,27.3793
659,Bangladesh,,6/25/1992,6/25/1992,1,2,50000,,Monsoon,,,large,21634.98,4.335156498,92.2224,22.0692
658,Vietnam,,6/20/1992,6/24/1992,5,3,0,,Hurricane/Tropical Storm,,,large,10794.16,4.732158856,106.601,20.733
657,Russia,,6/20/1992,6/21/1992,2,0,0,20000,Heavy Rain,,,large,35737.89,4.854158903,132.768,48.5969
656,India,,6/15/1992,7/23/1992,39,90,8000,,Monsoon,,,large,752428.66,7.467529936,75.9695,16.5216
655,Mozambique,,6/15/1992,6/15/1992,1,53,0,,Heavy Rain,,,large,38009.41,4.579891128,33.1118,-24.1219
654,China,,6/13/1992,6/15/1992,3,0,31,,Heavy Rain,,,large,1232.76,3.567999789,114.131,22.3793
653,China,,6/12/1992,8/1/1992,51,93,120000,3700000,Heavy Rain,,,large,491147.38,7.398782008,105.471,27.9919
652,Russia,,6/8/1992,6/8/1992,1,0,0,,Hurricane/Tropical Storm,,,large,9486.89,3.977123865,131.849,43.6505
651,United States,,6/5/1992,6/6/1992,2,0,250,,Heavy Rain,,,large,4609.14,3.964649895,-72.7314,41.5946
650,Sri Lanka,,6/5/1992,6/8/1992,4,14,100000,500000,Monsoon,,,extreme,11670.56,4.970181683,80.4246,6.60577
649,Uzbekistan,,6/1/1992,6/11/1992,11,0,0,,Snow/Ice Melt,,,large,16363.55,5.255270213,59.8196,42.9384
648,Canada,,5/17/1992,5/18/1992,2,0,800,,Snow/Ice Melt,,,large,88075.01,5.245882697,-78.1083,52.6169
647,Kyrgyzstan,,5/16/1992,5/17/1992,2,4,22336,31000000,Heavy Rain,,,large,83095.54,5.22060771,74.5088,40.6323
646,Afghanistan,,5/13/1992,5/26/1992,14,7,100000,,Heavy Rain,,,large,48118.75,5.828442373,62.1932,30.6948
645,Papua New Guinea,,5/3/1992,5/6/1992,4,0,10000,12000000,Heavy Rain,,,extreme,71645.06,5.758276238,142.822,-3.79249
644,Uzbekistan,,4/28/1992,4/28/1992,1,0,0,,Heavy Rain,,,large,38445.83,4.584849241,63.8319,40.2202
643,Canada,,4/24/1992,4/26/1992,3,0,100,,Snow/Ice Melt,,,large,1537.3,3.663879882,-115.994,60.5419
642,Tajikistan,,4/15/1992,6/9/1992,56,200,500,2000000,Heavy Rain,,,large,123588.99,6.84016781,71.6038,38.6543
641,Italy,,4/3/1992,4/5/1992,3,32,0,,Heavy Rain,,,large,7026.51,4.323860923,10.5657,45.3963
640,China,,4/1/1992,5/8/1992,38,5,3000,,Heavy Rain,,,extreme,1370.59,5.017721151,114.116,22.3716
639,United Kingdom,,4/1/1992,4/3/1992,3,0,100,,Heavy Rain,,,large,14728.76,4.64528744,-2.4015,55.3734
638,Argentina,Brazil,4/1/1992,7/2/1992,93,37,305992,280000000,Heavy Rain,,,extreme,1347809.74,8.399141535,-55.9395,-28.4099
637,Ecuador,,3/24/1992,5/8/1992,46,22,10000,,Heavy Rain,,,large,109522.16,6.702259832,-79.5078,-1.794
636,Iran,,3/28/1992,6/8/1992,73,105,48000,143000000,Heavy Rain,,,extreme,1151219.32,8.225510925,52.8976,33.3518
635,China,,3/15/1992,5/2/1992,49,59,0,70000000,Heavy Rain,,,large,542309.51,7.4244433,105.41,28.7729
634,China,,3/15/1992,4/23/1992,40,248,210000,170000000,Heavy Rain,,,extreme,545359.27,7.639772687,113.878,25.1128
633,Canada,,3/14/1992,3/14/1992,1,0,53,,Heavy Rain,,,extreme,386.605,2.888297462,-61.8013,47.4312
632,Australia,,3/14/1992,3/14/1992,1,0,0,,Hurricane/Tropical Storm,,,large,53883.83,4.731458457,152.026,-25.2475
631,United States,,3/12/1992,3/14/1992,3,0,0,10000000,Snow/Ice Melt,,,extreme,1311.44,3.895899676,-72.5285,44.2707
630,Bolivia,,3/10/1992,3/11/1992,2,4,5125,100000000,Heavy Rain,,,large,204590.55,5.611915566,-64.7527,-13.5322
629,United States,,3/4/1992,3/6/1992,3,1,0,50000000,Heavy Rain,,,large,6381.18,4.28202225,-95.3426,29.8372
628,Peru,,3/3/1992,3/25/1992,23,0,32000,21000000,Heavy Rain,,,extreme,40568.07,6.270942179,-79.6066,-4.68836
627,Solomon Islands,,3/1/1992,3/2/1992,2,0,40,,Hurricane/Tropical Storm,,,large,5773.78,4.062490227,160.215,-9.57355
626,Canada,,2/27/1992,2/29/1992,3,0,4000,,Snow/Ice Melt,,,large,7996.65,4.380029343,-117.494,56.4607
625,Turkey,Egypt,2/20/1992,2/26/1992,7,200,1000,100000000,Heavy Rain,Snow/Ice Melt,,extreme,81542.93,6.057514348,36.0904,36.9812
624,Argentina,,2/11/1992,2/14/1992,4,4,12200,,Heavy Rain,,,extreme,192706,6.187985224,-64.546,-27.5982
623,United States,,2/10/1992,2/12/1992,3,8,0,30000000,Heavy Rain,,,extreme,4604.18,4.441303544,-118.115,34.0486
622,Cuba,,2/6/1992,2/10/1992,5,0,9127,2589900,Heavy Rain,,,extreme,90431.11,5.956317862,-77.9128,21.56
621,Israel,Syria,2/1/1992,2/15/1992,15,15,4200,9000000,Heavy Rain,Snow/Ice Melt,,extreme,26219.81,5.895750795,35.8798,32.4291
620,Brazil,,2/1/1992,2/12/1992,12,41,15600,,Heavy Rain,,,large,1073672.43,7.110053047,-44.1553,-15.5843
619,Algeria,,1/21/1992,1/29/1992,9,18,500,900000,Heavy Rain,,,large,12836.35,5.06268406,2.75934,36.3763
618,Mexico,,1/17/1992,1/18/1992,2,50,13000,,Heavy Rain,Snow/Ice Melt,,large,478328.71,5.980756444,-103.421,25.5033
617,United Kingdom,,1/9/1992,1/9/1992,1,0,0,,Heavy Rain,Snow/Ice Melt,,large,18379.79,4.264340545,-0.089078,52.4178
616,Puerto Rico,,1/5/1992,1/8/1992,4,20,600,200000000,Heavy Rain,,,large,7913.47,4.500426952,-66.4526,18.2253
615,Argentina,,1/5/1992,1/7/1992,3,53,1800,,Heavy Rain,,,large,397322.71,6.076264644,-61.7282,-31.3961
614,Yemen,,1/4/1992,1/6/1992,3,0,24200,,Heavy Rain,,,large,3770.84,4.05355936,53.9083,12.5093
613,Brazil,,1/4/1992,1/5/1992,2,25,1000,,Heavy Rain,,,large,8222.23,4.216019617,-43.3207,-22.5599
612,United Kingdom,,1/2/1992,1/3/1992,2,1,30,,Heavy Rain,,,large,5882.58,4.070597838,-3.74148,57.28
611,Israel,Jordan,12/31/1991,1/3/1992,4,0,400,,Heavy Rain,Snow/Ice Melt,,extreme,23368.45,5.271719894,34.5452,31.2653
610,Malaysia,,12/24/1991,12/30/1991,7,11,0,,Heavy Rain,,,large,67098.99,5.671814023,112.949,2.98399
609,Lebanon,,12/23/1991,12/28/1991,6,1,2000,,Heavy Rain,,,large,10183.91,4.786065803,35.8722,33.8457
608,United States,,12/18/1991,12/31/1991,14,15,1800,8000000,Heavy Rain,,,large,7420.85,5.016581689,-95.9628,29.4697
607,Indonesia,,12/16/1991,12/22/1991,7,2,100000,1500000,Heavy Rain,,,large,92248.48,5.810057259,101.949,0.610309
606,United States,,12/14/1991,12/16/1991,3,3,200,7100000,Heavy Rain,,,large,1319.59,3.59756027,-159.554,22.0615
605,Sri Lanka,,12/12/1991,12/15/1991,4,0,10000,,Heavy Rain,,,large,1889.72,3.878457451,81.6191,7.6433
604,French Polynesia,,12/11/1991,12/12/1991,2,2,0,,Hurricane/Tropical Storm,,,large,112.688,2.352907667,-149.853,-17.5254
603,Iran,,12/7/1991,12/11/1991,5,22,0,,Heavy Rain,,,large,336721.66,6.226241058,49.5668,32.8694
602,Egypt,,12/5/1991,12/6/1991,2,0,6000,,Dam Failure,,,large,3165.39,3.801457222,30.049,30.7101
601,United States,,12/2/1991,12/3/1991,2,4,0,,Heavy Rain,,,large,210359.75,5.623992642,-82.9024,40.0517
600,Indonesia,,11/30/1991,12/2/1991,3,0,0,,Heavy Rain,,,large,54664.44,5.214826158,96.9026,3.96409
599,Brazil,,11/16/1991,11/17/1991,2,12,10000,,Heavy Rain,,,large,94625.19,5.27703676,-51.1309,-27.6365
598,India,,11/13/1991,11/18/1991,6,90,85000,3000000,Heavy Rain,,,large,599564.89,6.555987443,79.4752,14.0025
597,Philippines,,11/5/1991,11/8/1991,4,6315,28000,14630000,Hurricane/Tropical Storm,,,extreme,20704.7,5.219158929,125.36,11.248
596,Philippines,,10/28/1991,10/29/1991,2,43,165000,,Hurricane/Tropical Storm,,,large,54778.89,5.039643223,121.394,17.2236
595,Italy,,10/13/1991,10/15/1991,3,17,0,,Heavy Rain,,,large,52843.96,5.20011661,14.0174,37.4429
594,Japan,,10/12/1991,10/13/1991,2,0,100,,Hurricane/Tropical Storm,,,large,29059.21,4.764313799,140.229,35.3241
593,United States,,10/8/1991,10/13/1991,6,0,0,1000000,Heavy Rain,,,large,10405.21,4.7954021,-80.4231,26.2763
592,Turkey,,10/6/1991,10/7/1991,2,6,0,,Heavy Rain,,,large,3488.91,3.843719762,29.2703,41.0289
591,Iran,,10/5/1991,10/6/1991,2,12,0,,Heavy Rain,,,large,49663.68,4.997068893,51.6712,30.7867
590,Bangladesh,,9/28/1991,9/29/1991,2,0,50000,,Dam Failure,,,large,2443.02,3.688957018,89.5171,24.6724
589,Japan,,9/27/1991,9/30/1991,4,52,500,,Hurricane/Tropical Storm,,,large,141715.15,5.753476272,142.664,43.4418
588,United Kingdom,,9/26/1991,9/27/1991,2,0,0,,Heavy Rain,,,large,35831.37,4.855293409,0.305176,51.8576
587,Japan,,9/19/1991,9/22/1991,4,8,200,,Hurricane/Tropical Storm,,,large,52826.71,5.324913555,138.423,35.1282
586,Vietnam,,9/19/1991,9/25/1991,7,55,21000,,Heavy Rain,,,large,20794.19,5.163040048,105.635,10.2084
585,India,,9/14/1991,9/15/1991,2,21,0,40000000,Monsoon,,,large,91960.65,5.264632028,87.8328,24.3395
584,United States,,9/14/1991,9/16/1991,3,0,0,,Heavy Rain,,,large,70880.61,5.327648701,-99.8947,28.8035
583,Bangladesh,,9/11/1991,9/17/1991,7,112,1000000,,Monsoon,,,large,63025.31,5.644613031,90.2142,25.1817
582,Japan,,9/10/1991,9/14/1991,5,9,80,,Hurricane/Tropical Storm,,,large,152031.79,5.880904413,132.749,34.2247
581,Philippines,,9/7/1991,9/8/1991,2,0,10000,,Monsoon,,,large,400.017,2.903108444,120.147,14.9902
580,Thailand,,9/5/1991,9/8/1991,4,16,2000,6400000,Heavy Rain,,,large,12169.68,4.68733915,99.9386,19.7299
579,United States,,9/5/1991,9/8/1991,4,0,0,,Heavy Rain,,,extreme,24977.94,5.300646605,-111.924,41.0624
578,India,,9/1/1991,9/14/1991,14,0,87500,,Monsoon,,,large,170873.64,6.378803107,85.7348,24.707
577,Mexico,,8/27/1991,9/5/1991,10,12,8500,1000000,Heavy Rain,,,large,656950.53,6.817532667,-107.422,26.6059
576,Cambodia,,8/22/1991,8/30/1991,9,100,700000,1500000,Heavy Rain,,,large,55858.69,5.701333256,105.268,11.5369
575,Japan,,8/20/1991,8/24/1991,5,99,40000,12000000,Hurricane/Tropical Storm,,,large,29698.24,5.171700717,129.159,36.2232
